waste_id,source_process_id,source_factory_id,target_process_id,target_factory_id,waste_amount_base,distance_km,transport_mode,match_id
W-19,P-38,3,P-21,2,0,0.9061,tanker,2137
W-19,P-38,3,P-22,2,0,0.9061,tanker,2138
W-19,P-38,3,P-23,2,0,0.9061,tanker,2139
W-19,P-38,3,P-24,2,0,0.9061,tanker,2140
W-19,P-38,3,P-25,2,0,0.9061,tanker,2141
W-19,P-38,3,P-26,2,0,0.9061,tanker,2142
W-19,P-38,3,P-27,2,0,0.9061,tanker,2143
W-19,P-38,3,P-28,2,0,0.9061,tanker,2144
W-19,P-38,3,P-30,2,0,0.9061,tanker,2145
W-19,P-38,3,P-46,4,0,0.5751,tanker,2146
W-19,P-38,3,P-47,4,0,0.5751,tanker,2147
W-19,P-38,3,P-48,4,0,0.5751,tanker,2148
W-19,P-38,3,P-49,4,0,0.5751,tanker,2149
W-19,P-38,3,P-50,4,0,0.5751,tanker,2150
W-19,P-38,3,P-51,4,0,0.5751,tanker,2151
W-19,P-38,3,P-52,4,0,0.5751,tanker,2152
W-19,P-38,3,P-53,4,0,0.5751,tanker,2153
W-19,P-38,3,P-54,4,0,0.5751,tanker,2154
W-19,P-38,3,P-55,4,0,0.5751,tanker,2155
W-19,P-38,3,P-56,4,0,0.5751,tanker,2156
W-19,P-38,3,P-57,4,0,0.5751,tanker,2157
W-19,P-38,3,P-61,5,0,1.2485,tanker,2158
W-19,P-38,3,P-62,5,0,1.2485,tanker,2159
W-19,P-38,3,P-63,5,0,1.2485,tanker,2160
W-19,P-38,3,P-64,5,0,1.2485,tanker,2161
W-19,P-38,3,P-65,5,0,1.2485,tanker,2162
W-19,P-38,3,P-66,5,0,1.2485,tanker,2163
W-19,P-38,3,P-67,5,0,1.2485,tanker,2164
W-19,P-38,3,P-68,5,0,1.2485,tanker,2165
W-19,P-38,3,P-69,5,0,1.2485,tanker,2166
W-19,P-38,3,P-70,5,0,1.2485,tanker,2167
W-19,P-38,3,P-71,5,0,1.2485,tanker,2168
W-19,P-38,3,P-72,5,0,1.2485,tanker,2169
W-19,P-38,3,P-73,5,0,1.2485,tanker,2170
W-19,P-38,3,P-76,6,0,0.6656,tanker,2171
W-19,P-38,3,P-77,6,0,0.6656,tanker,2172
W-19,P-38,3,P-78,6,0,0.6656,tanker,2173
W-19,P-38,3,P-79,6,0,0.6656,tanker,2174
W-19,P-38,3,P-80,6,0,0.6656,tanker,2175
W-19,P-38,3,P-81,6,0,0.6656,tanker,2176
W-19,P-38,3,P-82,6,0,0.6656,tanker,2177
W-19,P-38,3,P-83,6,0,0.6656,tanker,2178
W-19,P-38,3,P-84,6,0,0.6656,tanker,2179
W-19,P-38,3,P-85,6,0,0.6656,tanker,2180
W-19,P-38,3,P-86,6,0,0.6656,tanker,2181
W-19,P-38,3,P-87,6,0,0.6656,tanker,2182
W-19,P-38,3,P-88,6,0,0.6656,tanker,2183
W-19,P-38,3,P-91,7,0,0.9479,tanker,2184
W-19,P-38,3,P-92,7,0,0.9479,tanker,2185
W-19,P-38,3,P-93,7,0,0.9479,tanker,2186
W-19,P-38,3,P-94,7,0,0.9479,tanker,2187
W-19,P-38,3,P-95,7,0,0.9479,tanker,2188
W-19,P-38,3,P-96,7,0,0.9479,tanker,2189
W-19,P-38,3,P-97,7,0,0.9479,tanker,2190
W-19,P-38,3,P-98,7,0,0.9479,tanker,2191
W-19,P-38,3,P-99,7,0,0.9479,tanker,2192
W-20,P-39,3,P-01,1,0,1.418,tanker,2193
W-20,P-39,3,P-02,1,0,1.418,tanker,2194
W-20,P-39,3,P-03,1,0,1.418,tanker,2195
W-20,P-39,3,P-04,1,0,1.418,tanker,2196
W-20,P-39,3,P-05,1,0,1.418,tanker,2197
W-20,P-39,3,P-06,1,0,1.418,tanker,2198
W-20,P-39,3,P-07,1,0,1.418,tanker,2199
W-20,P-39,3,P-08,1,0,1.418,tanker,2200
W-20,P-39,3,P-09,1,0,1.418,tanker,2201
W-20,P-39,3,P-10,1,0,1.418,tanker,2202
W-20,P-39,3,P-100,7,0,0.9479,tanker,2203
W-20,P-39,3,P-101,7,0,0.9479,tanker,2204
W-20,P-39,3,P-102,7,0,0.9479,tanker,2205
W-20,P-39,3,P-105,7,0,0.9479,tanker,2206
W-20,P-39,3,P-106,8,0,0.8851,tanker,2207
W-20,P-39,3,P-107,8,0,0.8851,tanker,2208
W-20,P-39,3,P-108,8,0,0.8851,tanker,2209
W-20,P-39,3,P-109,8,0,0.8851,tanker,2210
W-20,P-39,3,P-11,1,0,1.418,tanker,2211
W-20,P-39,3,P-110,8,0,0.8851,tanker,2212
W-20,P-39,3,P-111,8,0,0.8851,tanker,2213
W-20,P-39,3,P-112,8,0,0.8851,tanker,2214
W-20,P-39,3,P-113,8,0,0.8851,tanker,2215
W-20,P-39,3,P-114,8,0,0.8851,tanker,2216
W-20,P-39,3,P-116,8,0,0.8851,tanker,2217
W-20,P-39,3,P-117,8,0,0.8851,tanker,2218
W-20,P-39,3,P-12,1,0,1.418,tanker,2219
W-20,P-39,3,P-121,9,0,0.8213,tanker,2220
W-20,P-39,3,P-122,9,0,0.8213,tanker,2221
W-20,P-39,3,P-123,9,0,0.8213,tanker,2222
W-20,P-39,3,P-124,9,0,0.8213,tanker,2223
W-20,P-39,3,P-125,9,0,0.8213,tanker,2224
W-20,P-39,3,P-126,9,0,0.8213,tanker,2225
W-20,P-39,3,P-127,9,0,0.8213,tanker,2226
W-20,P-39,3,P-128,9,0,0.8213,tanker,2227
W-20,P-39,3,P-129,9,0,0.8213,tanker,2228
W-20,P-39,3,P-13,1,0,1.418,tanker,2229
W-20,P-39,3,P-130,9,0,0.8213,tanker,2230
W-20,P-39,3,P-131,9,0,0.8213,tanker,2231
W-20,P-39,3,P-132,9,0,0.8213,tanker,2232
W-20,P-39,3,P-133,9,0,0.8213,tanker,2233
W-20,P-39,3,P-136,10,0,1.5553,tanker,2234
W-20,P-39,3,P-137,10,0,1.5553,tanker,2235
W-20,P-39,3,P-138,10,0,1.5553,tanker,2236
W-20,P-39,3,P-139,10,0,1.5553,tanker,2237
W-20,P-39,3,P-140,10,0,1.5553,tanker,2238
W-20,P-39,3,P-141,10,0,1.5553,tanker,2239
W-20,P-39,3,P-142,10,0,1.5553,tanker,2240
W-20,P-39,3,P-143,10,0,1.5553,tanker,2241
W-20,P-39,3,P-145,10,0,1.5553,tanker,2242
W-20,P-39,3,P-146,10,0,1.5553,tanker,2243
W-20,P-39,3,P-147,10,0,1.5553,tanker,2244
W-20,P-39,3,P-148,10,0,1.5553,tanker,2245
W-20,P-39,3,P-150,10,0,1.5553,tanker,2246
W-20,P-39,3,P-16,2,0,0.9061,tanker,2247
W-20,P-39,3,P-17,2,0,0.9061,tanker,2248
W-20,P-39,3,P-18,2,0,0.9061,tanker,2249
W-20,P-39,3,P-19,2,0,0.9061,tanker,2250
W-20,P-39,3,P-20,2,0,0.9061,tanker,2251
W-20,P-39,3,P-21,2,0,0.9061,tanker,2252
W-20,P-39,3,P-22,2,0,0.9061,tanker,2253
W-20,P-39,3,P-23,2,0,0.9061,tanker,2254
W-20,P-39,3,P-24,2,0,0.9061,tanker,2255
W-20,P-39,3,P-25,2,0,0.9061,tanker,2256
W-20,P-39,3,P-26,2,0,0.9061,tanker,2257
W-20,P-39,3,P-27,2,0,0.9061,tanker,2258
W-20,P-39,3,P-28,2,0,0.9061,tanker,2259
W-20,P-39,3,P-30,2,0,0.9061,tanker,2260
W-20,P-39,3,P-46,4,0,0.5751,tanker,2261
W-20,P-39,3,P-47,4,0,0.5751,tanker,2262
W-20,P-39,3,P-48,4,0,0.5751,tanker,2263
W-20,P-39,3,P-49,4,0,0.5751,tanker,2264
W-20,P-39,3,P-50,4,0,0.5751,tanker,2265
W-20,P-39,3,P-51,4,0,0.5751,tanker,2266
W-20,P-39,3,P-52,4,0,0.5751,tanker,2267
W-20,P-39,3,P-53,4,0,0.5751,tanker,2268
W-20,P-39,3,P-54,4,0,0.5751,tanker,2269
W-20,P-39,3,P-55,4,0,0.5751,tanker,2270
W-20,P-39,3,P-56,4,0,0.5751,tanker,2271
W-20,P-39,3,P-57,4,0,0.5751,tanker,2272
W-20,P-39,3,P-61,5,0,1.2485,tanker,2273
W-20,P-39,3,P-62,5,0,1.2485,tanker,2274
W-20,P-39,3,P-63,5,0,1.2485,tanker,2275
W-20,P-39,3,P-64,5,0,1.2485,tanker,2276
W-20,P-39,3,P-65,5,0,1.2485,tanker,2277
W-20,P-39,3,P-66,5,0,1.2485,tanker,2278
W-20,P-39,3,P-67,5,0,1.2485,tanker,2279
W-20,P-39,3,P-68,5,0,1.2485,tanker,2280
W-20,P-39,3,P-69,5,0,1.2485,tanker,2281
W-20,P-39,3,P-70,5,0,1.2485,tanker,2282
W-20,P-39,3,P-71,5,0,1.2485,tanker,2283
W-20,P-39,3,P-72,5,0,1.2485,tanker,2284
W-20,P-39,3,P-73,5,0,1.2485,tanker,2285
W-20,P-39,3,P-76,6,0,0.6656,tanker,2286
W-20,P-39,3,P-77,6,0,0.6656,tanker,2287
W-20,P-39,3,P-78,6,0,0.6656,tanker,2288
W-20,P-39,3,P-79,6,0,0.6656,tanker,2289
W-20,P-39,3,P-80,6,0,0.6656,tanker,2290
W-20,P-39,3,P-81,6,0,0.6656,tanker,2291
W-20,P-39,3,P-82,6,0,0.6656,tanker,2292
W-20,P-39,3,P-83,6,0,0.6656,tanker,2293
W-20,P-39,3,P-84,6,0,0.6656,tanker,2294
W-20,P-39,3,P-85,6,0,0.6656,tanker,2295
W-20,P-39,3,P-86,6,0,0.6656,tanker,2296
W-20,P-39,3,P-87,6,0,0.6656,tanker,2297
W-20,P-39,3,P-88,6,0,0.6656,tanker,2298
W-20,P-39,3,P-91,7,0,0.9479,tanker,2299
W-20,P-39,3,P-92,7,0,0.9479,tanker,2300
W-20,P-39,3,P-93,7,0,0.9479,tanker,2301
W-20,P-39,3,P-94,7,0,0.9479,tanker,2302
W-20,P-39,3,P-95,7,0,0.9479,tanker,2303
W-20,P-39,3,P-96,7,0,0.9479,tanker,2304
W-20,P-39,3,P-97,7,0,0.9479,tanker,2305
W-20,P-39,3,P-98,7,0,0.9479,tanker,2306
W-20,P-39,3,P-99,7,0,0.9479,tanker,2307
W-21,P-44,3,P-01,1,0,1.418,truck,2308
W-21,P-44,3,P-02,1,0,1.418,truck,2309
W-21,P-44,3,P-03,1,0,1.418,truck,2310
W-21,P-44,3,P-04,1,0,1.418,truck,2311
W-21,P-44,3,P-05,1,0,1.418,truck,2312
W-21,P-44,3,P-06,1,0,1.418,truck,2313
W-21,P-44,3,P-07,1,0,1.418,truck,2314
W-21,P-44,3,P-08,1,0,1.418,truck,2315
W-21,P-44,3,P-09,1,0,1.418,truck,2316
W-21,P-44,3,P-10,1,0,1.418,truck,2317
W-21,P-44,3,P-100,7,0,0.9479,truck,2318
W-21,P-44,3,P-101,7,0,0.9479,truck,2319
W-21,P-44,3,P-102,7,0,0.9479,truck,2320
W-21,P-44,3,P-105,7,0,0.9479,truck,2321
W-21,P-44,3,P-106,8,0,0.8851,truck,2322
W-21,P-44,3,P-107,8,0,0.8851,truck,2323
W-21,P-44,3,P-108,8,0,0.8851,truck,2324
W-21,P-44,3,P-109,8,0,0.8851,truck,2325
W-21,P-44,3,P-11,1,0,1.418,truck,2326
W-21,P-44,3,P-110,8,0,0.8851,truck,2327
W-21,P-44,3,P-111,8,0,0.8851,truck,2328
W-21,P-44,3,P-112,8,0,0.8851,truck,2329
W-21,P-44,3,P-113,8,0,0.8851,truck,2330
W-21,P-44,3,P-114,8,0,0.8851,truck,2331
W-21,P-44,3,P-116,8,0,0.8851,truck,2332
W-21,P-44,3,P-117,8,0,0.8851,truck,2333
W-21,P-44,3,P-12,1,0,1.418,truck,2334
W-21,P-44,3,P-121,9,0,0.8213,truck,2335
W-21,P-44,3,P-122,9,0,0.8213,truck,2336
W-21,P-44,3,P-123,9,0,0.8213,truck,2337
W-21,P-44,3,P-124,9,0,0.8213,truck,2338
W-21,P-44,3,P-125,9,0,0.8213,truck,2339
W-21,P-44,3,P-126,9,0,0.8213,truck,2340
W-21,P-44,3,P-127,9,0,0.8213,truck,2341
W-21,P-44,3,P-128,9,0,0.8213,truck,2342
W-21,P-44,3,P-129,9,0,0.8213,truck,2343
W-21,P-44,3,P-13,1,0,1.418,truck,2344
W-21,P-44,3,P-130,9,0,0.8213,truck,2345
W-21,P-44,3,P-131,9,0,0.8213,truck,2346
W-21,P-44,3,P-132,9,0,0.8213,truck,2347
W-21,P-44,3,P-133,9,0,0.8213,truck,2348
W-21,P-44,3,P-136,10,0,1.5553,truck,2349
W-21,P-44,3,P-137,10,0,1.5553,truck,2350
W-21,P-44,3,P-138,10,0,1.5553,truck,2351
W-21,P-44,3,P-139,10,0,1.5553,truck,2352
W-21,P-44,3,P-140,10,0,1.5553,truck,2353
W-21,P-44,3,P-141,10,0,1.5553,truck,2354
W-21,P-44,3,P-142,10,0,1.5553,truck,2355
W-21,P-44,3,P-143,10,0,1.5553,truck,2356
W-21,P-44,3,P-145,10,0,1.5553,truck,2357
W-21,P-44,3,P-146,10,0,1.5553,truck,2358
W-21,P-44,3,P-147,10,0,1.5553,truck,2359
W-21,P-44,3,P-148,10,0,1.5553,truck,2360
W-21,P-44,3,P-150,10,0,1.5553,truck,2361
W-21,P-44,3,P-16,2,0,0.9061,truck,2362
W-21,P-44,3,P-17,2,0,0.9061,truck,2363
W-21,P-44,3,P-18,2,0,0.9061,truck,2364
W-21,P-44,3,P-19,2,0,0.9061,truck,2365
W-21,P-44,3,P-20,2,0,0.9061,truck,2366
W-21,P-44,3,P-21,2,0,0.9061,truck,2367
W-21,P-44,3,P-22,2,0,0.9061,truck,2368
W-21,P-44,3,P-23,2,0,0.9061,truck,2369
W-21,P-44,3,P-24,2,0,0.9061,truck,2370
W-21,P-44,3,P-25,2,0,0.9061,truck,2371
W-21,P-44,3,P-26,2,0,0.9061,truck,2372
W-21,P-44,3,P-27,2,0,0.9061,truck,2373
W-21,P-44,3,P-28,2,0,0.9061,truck,2374
W-21,P-44,3,P-30,2,0,0.9061,truck,2375
W-21,P-44,3,P-46,4,0,0.5751,truck,2376
W-21,P-44,3,P-47,4,0,0.5751,truck,2377
W-21,P-44,3,P-48,4,0,0.5751,truck,2378
W-21,P-44,3,P-49,4,0,0.5751,truck,2379
W-21,P-44,3,P-50,4,0,0.5751,truck,2380
W-21,P-44,3,P-51,4,0,0.5751,truck,2381
W-21,P-44,3,P-52,4,0,0.5751,truck,2382
W-21,P-44,3,P-53,4,0,0.5751,truck,2383
W-21,P-44,3,P-54,4,0,0.5751,truck,2384
W-21,P-44,3,P-55,4,0,0.5751,truck,2385
W-21,P-44,3,P-56,4,0,0.5751,truck,2386
W-21,P-44,3,P-57,4,0,0.5751,truck,2387
W-21,P-44,3,P-61,5,0,1.2485,truck,2388
W-21,P-44,3,P-62,5,0,1.2485,truck,2389
W-21,P-44,3,P-63,5,0,1.2485,truck,2390
W-21,P-44,3,P-64,5,0,1.2485,truck,2391
W-21,P-44,3,P-65,5,0,1.2485,truck,2392
W-21,P-44,3,P-66,5,0,1.2485,truck,2393
W-21,P-44,3,P-67,5,0,1.2485,truck,2394
W-21,P-44,3,P-68,5,0,1.2485,truck,2395
W-21,P-44,3,P-69,5,0,1.2485,truck,2396
W-21,P-44,3,P-70,5,0,1.2485,truck,2397
W-21,P-44,3,P-71,5,0,1.2485,truck,2398
W-21,P-44,3,P-72,5,0,1.2485,truck,2399
W-21,P-44,3,P-73,5,0,1.2485,truck,2400
W-21,P-44,3,P-76,6,0,0.6656,truck,2401
W-21,P-44,3,P-77,6,0,0.6656,truck,2402
W-21,P-44,3,P-78,6,0,0.6656,truck,2403
W-21,P-44,3,P-79,6,0,0.6656,truck,2404
W-21,P-44,3,P-80,6,0,0.6656,truck,2405
W-21,P-44,3,P-81,6,0,0.6656,truck,2406
W-21,P-44,3,P-82,6,0,0.6656,truck,2407
W-21,P-44,3,P-83,6,0,0.6656,truck,2408
W-21,P-44,3,P-84,6,0,0.6656,truck,2409
W-21,P-44,3,P-85,6,0,0.6656,truck,2410
W-21,P-44,3,P-86,6,0,0.6656,truck,2411
W-21,P-44,3,P-87,6,0,0.6656,truck,2412
W-21,P-44,3,P-88,6,0,0.6656,truck,2413
W-21,P-44,3,P-91,7,0,0.9479,truck,2414
W-21,P-44,3,P-92,7,0,0.9479,truck,2415
W-21,P-44,3,P-93,7,0,0.9479,truck,2416
W-21,P-44,3,P-94,7,0,0.9479,truck,2417
W-21,P-44,3,P-95,7,0,0.9479,truck,2418
W-21,P-44,3,P-96,7,0,0.9479,truck,2419
W-21,P-44,3,P-97,7,0,0.9479,truck,2420
W-21,P-44,3,P-98,7,0,0.9479,truck,2421
W-21,P-44,3,P-99,7,0,0.9479,truck,2422
W-22,P-45,3,P-01,1,0,1.418,truck,2423
W-22,P-45,3,P-02,1,0,1.418,truck,2424
W-22,P-45,3,P-03,1,0,1.418,truck,2425
W-22,P-45,3,P-04,1,0,1.418,truck,2426
W-22,P-45,3,P-05,1,0,1.418,truck,2427
W-22,P-45,3,P-06,1,0,1.418,truck,2428
W-22,P-45,3,P-07,1,0,1.418,truck,2429
W-22,P-45,3,P-08,1,0,1.418,truck,2430
W-22,P-45,3,P-09,1,0,1.418,truck,2431
W-22,P-45,3,P-10,1,0,1.418,truck,2432
W-22,P-45,3,P-100,7,0,0.9479,truck,2433
W-22,P-45,3,P-101,7,0,0.9479,truck,2434
W-22,P-45,3,P-102,7,0,0.9479,truck,2435
W-22,P-45,3,P-105,7,0,0.9479,truck,2436
W-22,P-45,3,P-106,8,0,0.8851,truck,2437
W-22,P-45,3,P-107,8,0,0.8851,truck,2438
W-22,P-45,3,P-108,8,0,0.8851,truck,2439
W-22,P-45,3,P-109,8,0,0.8851,truck,2440
W-22,P-45,3,P-11,1,0,1.418,truck,2441
W-22,P-45,3,P-110,8,0,0.8851,truck,2442
W-22,P-45,3,P-111,8,0,0.8851,truck,2443
W-22,P-45,3,P-112,8,0,0.8851,truck,2444
W-22,P-45,3,P-113,8,0,0.8851,truck,2445
W-22,P-45,3,P-114,8,0,0.8851,truck,2446
W-22,P-45,3,P-116,8,0,0.8851,truck,2447
W-22,P-45,3,P-117,8,0,0.8851,truck,2448
W-22,P-45,3,P-12,1,0,1.418,truck,2449
W-22,P-45,3,P-121,9,0,0.8213,truck,2450
W-22,P-45,3,P-122,9,0,0.8213,truck,2451
W-22,P-45,3,P-123,9,0,0.8213,truck,2452
W-22,P-45,3,P-124,9,0,0.8213,truck,2453
W-22,P-45,3,P-125,9,0,0.8213,truck,2454
W-22,P-45,3,P-126,9,0,0.8213,truck,2455
W-22,P-45,3,P-127,9,0,0.8213,truck,2456
W-22,P-45,3,P-128,9,0,0.8213,truck,2457
W-22,P-45,3,P-129,9,0,0.8213,truck,2458
W-22,P-45,3,P-13,1,0,1.418,truck,2459
W-22,P-45,3,P-130,9,0,0.8213,truck,2460
W-22,P-45,3,P-131,9,0,0.8213,truck,2461
W-22,P-45,3,P-132,9,0,0.8213,truck,2462
W-22,P-45,3,P-133,9,0,0.8213,truck,2463
W-22,P-45,3,P-136,10,0,1.5553,truck,2464
W-22,P-45,3,P-137,10,0,1.5553,truck,2465
W-22,P-45,3,P-138,10,0,1.5553,truck,2466
W-22,P-45,3,P-139,10,0,1.5553,truck,2467
W-22,P-45,3,P-140,10,0,1.5553,truck,2468
W-22,P-45,3,P-141,10,0,1.5553,truck,2469
W-22,P-45,3,P-142,10,0,1.5553,truck,2470
W-22,P-45,3,P-143,10,0,1.5553,truck,2471
W-22,P-45,3,P-145,10,0,1.5553,truck,2472
W-22,P-45,3,P-146,10,0,1.5553,truck,2473
W-22,P-45,3,P-147,10,0,1.5553,truck,2474
W-22,P-45,3,P-148,10,0,1.5553,truck,2475
W-22,P-45,3,P-150,10,0,1.5553,truck,2476
W-22,P-45,3,P-16,2,0,0.9061,truck,2477
W-22,P-45,3,P-17,2,0,0.9061,truck,2478
W-22,P-45,3,P-18,2,0,0.9061,truck,2479
W-22,P-45,3,P-19,2,0,0.9061,truck,2480
W-22,P-45,3,P-20,2,0,0.9061,truck,2481
W-22,P-45,3,P-21,2,0,0.9061,truck,2482
W-22,P-45,3,P-22,2,0,0.9061,truck,2483
W-22,P-45,3,P-23,2,0,0.9061,truck,2484
W-22,P-45,3,P-24,2,0,0.9061,truck,2485
W-22,P-45,3,P-25,2,0,0.9061,truck,2486
W-22,P-45,3,P-26,2,0,0.9061,truck,2487
W-22,P-45,3,P-27,2,0,0.9061,truck,2488
W-22,P-45,3,P-28,2,0,0.9061,truck,2489
W-22,P-45,3,P-30,2,0,0.9061,truck,2490
W-22,P-45,3,P-46,4,0,0.5751,truck,2491
W-22,P-45,3,P-47,4,0,0.5751,truck,2492
W-22,P-45,3,P-48,4,0,0.5751,truck,2493
W-22,P-45,3,P-49,4,0,0.5751,truck,2494
W-22,P-45,3,P-50,4,0,0.5751,truck,2495
W-22,P-45,3,P-51,4,0,0.5751,truck,2496
W-22,P-45,3,P-52,4,0,0.5751,truck,2497
W-22,P-45,3,P-53,4,0,0.5751,truck,2498
W-22,P-45,3,P-54,4,0,0.5751,truck,2499
W-22,P-45,3,P-55,4,0,0.5751,truck,2500
W-22,P-45,3,P-56,4,0,0.5751,truck,2501
W-22,P-45,3,P-57,4,0,0.5751,truck,2502
W-22,P-45,3,P-61,5,0,1.2485,truck,2503
W-22,P-45,3,P-62,5,0,1.2485,truck,2504
W-22,P-45,3,P-63,5,0,1.2485,truck,2505
W-22,P-45,3,P-64,5,0,1.2485,truck,2506
W-22,P-45,3,P-65,5,0,1.2485,truck,2507
W-22,P-45,3,P-66,5,0,1.2485,truck,2508
W-22,P-45,3,P-67,5,0,1.2485,truck,2509
W-22,P-45,3,P-68,5,0,1.2485,truck,2510
W-22,P-45,3,P-69,5,0,1.2485,truck,2511
W-22,P-45,3,P-70,5,0,1.2485,truck,2512
W-22,P-45,3,P-71,5,0,1.2485,truck,2513
W-22,P-45,3,P-72,5,0,1.2485,truck,2514
W-22,P-45,3,P-73,5,0,1.2485,truck,2515
W-22,P-45,3,P-76,6,0,0.6656,truck,2516
W-22,P-45,3,P-77,6,0,0.6656,truck,2517
W-22,P-45,3,P-78,6,0,0.6656,truck,2518
W-22,P-45,3,P-79,6,0,0.6656,truck,2519
W-22,P-45,3,P-80,6,0,0.6656,truck,2520
W-22,P-45,3,P-81,6,0,0.6656,truck,2521
W-22,P-45,3,P-82,6,0,0.6656,truck,2522
W-22,P-45,3,P-83,6,0,0.6656,truck,2523
W-22,P-45,3,P-84,6,0,0.6656,truck,2524
W-22,P-45,3,P-85,6,0,0.6656,truck,2525
W-22,P-45,3,P-86,6,0,0.6656,truck,2526
W-22,P-45,3,P-87,6,0,0.6656,truck,2527
W-22,P-45,3,P-88,6,0,0.6656,truck,2528
W-22,P-45,3,P-91,7,0,0.9479,truck,2529
W-22,P-45,3,P-92,7,0,0.9479,truck,2530
W-22,P-45,3,P-93,7,0,0.9479,truck,2531
W-22,P-45,3,P-94,7,0,0.9479,truck,2532
W-22,P-45,3,P-95,7,0,0.9479,truck,2533
W-22,P-45,3,P-96,7,0,0.9479,truck,2534
W-22,P-45,3,P-97,7,0,0.9479,truck,2535
W-22,P-45,3,P-98,7,0,0.9479,truck,2536
W-22,P-45,3,P-99,7,0,0.9479,truck,2537
W-23,P-48,4,P-01,1,0,0.8523,truck,2538
W-23,P-48,4,P-02,1,0,0.8523,truck,2539
W-23,P-48,4,P-03,1,0,0.8523,truck,2540
W-23,P-48,4,P-04,1,0,0.8523,truck,2541
W-23,P-48,4,P-05,1,0,0.8523,truck,2542
W-23,P-48,4,P-06,1,0,0.8523,truck,2543
W-23,P-48,4,P-07,1,0,0.8523,truck,2544
W-23,P-48,4,P-08,1,0,0.8523,truck,2545
W-23,P-48,4,P-09,1,0,0.8523,truck,2546
W-23,P-48,4,P-10,1,0,0.8523,truck,2547
W-23,P-48,4,P-100,7,0,0.3882,truck,2548
W-23,P-48,4,P-101,7,0,0.3882,truck,2549
W-23,P-48,4,P-102,7,0,0.3882,truck,2550
W-23,P-48,4,P-105,7,0,0.3882,truck,2551
W-23,P-48,4,P-106,8,0,1.4084,truck,2552
W-23,P-48,4,P-107,8,0,1.4084,truck,2553
W-23,P-48,4,P-108,8,0,1.4084,truck,2554
W-23,P-48,4,P-109,8,0,1.4084,truck,2555
W-23,P-48,4,P-11,1,0,0.8523,truck,2556
W-23,P-48,4,P-110,8,0,1.4084,truck,2557
W-23,P-48,4,P-111,8,0,1.4084,truck,2558
W-23,P-48,4,P-112,8,0,1.4084,truck,2559
W-23,P-48,4,P-113,8,0,1.4084,truck,2560
W-23,P-48,4,P-114,8,0,1.4084,truck,2561
W-23,P-48,4,P-116,8,0,1.4084,truck,2562
W-23,P-48,4,P-117,8,0,1.4084,truck,2563
W-23,P-48,4,P-12,1,0,0.8523,truck,2564
W-23,P-48,4,P-121,9,0,0.5775,truck,2565
W-23,P-48,4,P-122,9,0,0.5775,truck,2566
W-23,P-48,4,P-123,9,0,0.5775,truck,2567
W-23,P-48,4,P-124,9,0,0.5775,truck,2568
W-23,P-48,4,P-125,9,0,0.5775,truck,2569
W-23,P-48,4,P-126,9,0,0.5775,truck,2570
W-23,P-48,4,P-127,9,0,0.5775,truck,2571
W-23,P-48,4,P-128,9,0,0.5775,truck,2572
W-23,P-48,4,P-129,9,0,0.5775,truck,2573
W-23,P-48,4,P-13,1,0,0.8523,truck,2574
W-23,P-48,4,P-130,9,0,0.5775,truck,2575
W-23,P-48,4,P-131,9,0,0.5775,truck,2576
W-23,P-48,4,P-132,9,0,0.5775,truck,2577
W-23,P-48,4,P-133,9,0,0.5775,truck,2578
W-23,P-48,4,P-136,10,0,0.9944,truck,2579
W-23,P-48,4,P-137,10,0,0.9944,truck,2580
W-23,P-48,4,P-138,10,0,0.9944,truck,2581
W-23,P-48,4,P-139,10,0,0.9944,truck,2582
W-23,P-48,4,P-140,10,0,0.9944,truck,2583
W-23,P-48,4,P-141,10,0,0.9944,truck,2584
W-23,P-48,4,P-142,10,0,0.9944,truck,2585
W-23,P-48,4,P-143,10,0,0.9944,truck,2586
W-23,P-48,4,P-145,10,0,0.9944,truck,2587
W-23,P-48,4,P-146,10,0,0.9944,truck,2588
W-23,P-48,4,P-147,10,0,0.9944,truck,2589
W-23,P-48,4,P-148,10,0,0.9944,truck,2590
W-23,P-48,4,P-150,10,0,0.9944,truck,2591
W-23,P-48,4,P-16,2,0,0.3871,truck,2592
W-23,P-48,4,P-17,2,0,0.3871,truck,2593
W-23,P-48,4,P-18,2,0,0.3871,truck,2594
W-23,P-48,4,P-19,2,0,0.3871,truck,2595
W-23,P-48,4,P-20,2,0,0.3871,truck,2596
W-23,P-48,4,P-21,2,0,0.3871,truck,2597
W-23,P-48,4,P-22,2,0,0.3871,truck,2598
W-23,P-48,4,P-23,2,0,0.3871,truck,2599
W-23,P-48,4,P-24,2,0,0.3871,truck,2600
W-23,P-48,4,P-25,2,0,0.3871,truck,2601
W-23,P-48,4,P-26,2,0,0.3871,truck,2602
W-23,P-48,4,P-27,2,0,0.3871,truck,2603
W-23,P-48,4,P-28,2,0,0.3871,truck,2604
W-23,P-48,4,P-30,2,0,0.3871,truck,2605
W-23,P-48,4,P-31,3,0,0.5751,truck,2606
W-23,P-48,4,P-32,3,0,0.5751,truck,2607
W-23,P-48,4,P-33,3,0,0.5751,truck,2608
W-23,P-48,4,P-34,3,0,0.5751,truck,2609
W-23,P-48,4,P-35,3,0,0.5751,truck,2610
W-23,P-48,4,P-36,3,0,0.5751,truck,2611
W-23,P-48,4,P-37,3,0,0.5751,truck,2612
